No,Nama Produk,Brand,Jenis Kulit,Masalah Kulit,Kandungan Utama,Alcohol-Free,Fragrance-Free,Non-Comedogenic,Oil Control,Hydrating,Brightening,Anti Acne,Soothing,Anti Aging,Cocok,Image
93,Skin Buddy Dot Burst Face Wash,Emina,Kulit Sensitif,"Kulit kering, Dehidrasi, Sensitif, Iritasi ringan","Calendula, Hyaluronic Acid",1,0,1,0,1,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Emina Skin Buddy Dot Burst Face Wash.png
94,Skin Buddy Dot Burst Face Wash,Emina,Kulit Kombinasi,"Kulit kering, Dehidrasi, Sensitif, Iritasi ringan","Calendula, Hyaluronic Acid",1,0,1,0,1,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Emina Skin Buddy Dot Burst Face Wash.png
95,Skin Buddy Dot Burst Face Wash,Emina,Kulit Berminyak,"Kulit kering, Dehidrasi, Sensitif, Iritasi ringan","Calendula, Hyaluronic Acid",1,0,1,0,1,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Emina Skin Buddy Dot Burst Face Wash.png
96,Skin Buddy Dot Burst Face Wash,Emina,Kulit Berjerawat,"Kulit kering, Dehidrasi, Sensitif, Iritasi ringan","Calendula, Hyaluronic Acid",1,0,1,0,1,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Emina Skin Buddy Dot Burst Face Wash.png
97,Skin Buddy Bubble Up Face Wash,Emina,Kulit Normal,"Kulit berminyak, Dehidrasi","Calendula, Hyaluronic Acid",1,0,1,1,0,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Emina Skin Buddy Bubble Up Face Wash.png
98,Skin Buddy Bubble Up Face Wash,Emina,Kulit Kering,"Kulit berminyak, Dehidrasi","Calendula, Hyaluronic Acid",1,0,1,1,0,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Emina Skin Buddy Bubble Up Face Wash.png
99,Skin Buddy Bubble Up Face Wash,Emina,Kulit Berjerawat,"Kulit berminyak, Dehidrasi","Calendula, Hyaluronic Acid",1,0,1,1,0,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Emina Skin Buddy Bubble Up Face Wash.png
100,Skin Buddy Bubble Up Face Wash,Emina,Kulit Sensitif,"Kulit berminyak, Dehidrasi","Calendula, Hyaluronic Acid",1,0,1,1,0,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Emina Skin Buddy Bubble Up Face Wash.png
101,Skin Buddy Bubble Up Face Wash,Emina,Kulit Kombinasi,"Kulit berminyak, Dehidrasi","Calendula, Hyaluronic Acid",1,0,1,1,0,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Emina Skin Buddy Bubble Up Face Wash.png
102,Skin Buddy Bubble Up Face Wash,Emina,Kulit Berminyak,"Kulit berminyak, Dehidrasi","Calendula, Hyaluronic Acid",1,0,1,1,0,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Emina Skin Buddy Bubble Up Face Wash.png
103,Ms Pimple Acne Solution Face Wash,Emina,Kulit Normal,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat ","Salicylic Acid, Zinc Gluconate, Allantoin",1,0,1,1,0,0,1,1,0,NO,C:\project\static\Images\Facial Wash\Emina Ms Pimple Acne Solution Face Wash.png
104,Ms Pimple Acne Solution Face Wash,Emina,Kulit Kering,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat ","Salicylic Acid, Zinc Gluconate, Allantoin",1,0,1,1,0,0,1,1,0,NO,C:\project\static\Images\Facial Wash\Emina Ms Pimple Acne Solution Face Wash.png
105,Ms Pimple Acne Solution Face Wash,Emina,Kulit Sensitif,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat ","Salicylic Acid, Zinc Gluconate, Allantoin",1,0,1,1,0,0,1,1,0,NO,C:\project\static\Images\Facial Wash\Emina Ms Pimple Acne Solution Face Wash.png
106,Ms Pimple Acne Solution Face Wash,Emina,Kulit Kombinasi,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat ","Salicylic Acid, Zinc Gluconate, Allantoin",1,0,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\Emina Ms Pimple Acne Solution Face Wash.png
107,Ms Pimple Acne Solution Face Wash,Emina,Kulit Berminyak,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat ","Salicylic Acid, Zinc Gluconate, Allantoin",1,0,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\Emina Ms Pimple Acne Solution Face Wash.png
108,Ms Pimple Acne Solution Face Wash,Emina,Kulit Berjerawat,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat ","Salicylic Acid, Zinc Gluconate, Allantoin",1,0,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\Emina Ms Pimple Acne Solution Face Wash.png
109,Bright Stuff Face Wash,Emina,Kulit Normal,"Kusam, Warna kulit tidak rata","Niacinamide, Ceramide, Aquaxyl",1,0,1,0,1,1,0,0,0,YES,C:\project\static\Images\Facial Wash\Emina Bright Stuff Face Wash.png
110,Bright Stuff Face Wash,Emina,Kulit Kering,"Kusam, Warna kulit tidak rata","Niacinamide, Ceramide, Aquaxyl",1,0,1,0,1,1,0,0,0,YES,C:\project\static\Images\Facial Wash\Emina Bright Stuff Face Wash.png
111,Bright Stuff Face Wash,Emina,Kulit Sensitif,"Kusam, Warna kulit tidak rata","Niacinamide, Ceramide, Aquaxyl",1,0,1,0,1,1,0,0,0,NO,C:\project\static\Images\Facial Wash\Emina Bright Stuff Face Wash.png
112,Bright Stuff Face Wash,Emina,Kulit Kombinasi,"Kusam, Warna kulit tidak rata","Niacinamide, Ceramide, Aquaxyl",1,0,1,0,1,1,0,0,0,YES,C:\project\static\Images\Facial Wash\Emina Bright Stuff Face Wash.png
113,Bright Stuff Face Wash,Emina,Kulit Berminyak,"Kusam, Warna kulit tidak rata","Niacinamide, Ceramide, Aquaxyl",1,0,1,0,1,1,0,0,0,NO,C:\project\static\Images\Facial Wash\Emina Bright Stuff Face Wash.png
114,Bright Stuff Face Wash,Emina,Kulit Berjerawat,"Kusam, Warna kulit tidak rata","Niacinamide, Ceramide, Aquaxyl",1,0,1,0,1,1,0,0,0,NO,C:\project\static\Images\Facial Wash\Emina Bright Stuff Face Wash.png
115,YSB Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin,Avoskin,Kulit Normal,"Kusam, Bercak hitam, Warna kulit tidak merata, Iritasi ringan","Kojic Acid, Glycolic Acid, Licorice, Allantoin, Sodium Hyaluronate",1,0,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin + Sodium Hyaluronate.png
116,YSB Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin,Avoskin,Kulit Kering,"Kusam, Bercak hitam, Warna kulit tidak merata, Iritasi ringan","Kojic Acid, Glycolic Acid, Licorice, Allantoin, Sodium Hyaluronate",1,0,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin + Sodium Hyaluronate.png
117,YSB Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin,Avoskin,Kulit Sensitif,"Kusam, Bercak hitam, Warna kulit tidak merata, Iritasi ringan","Kojic Acid, Glycolic Acid, Licorice, Allantoin, Sodium Hyaluronate",1,0,1,0,1,1,0,1,0,NO,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin + Sodium Hyaluronate.png
118,YSB Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin,Avoskin,Kulit Kombinasi,"Kusam, Bercak hitam, Warna kulit tidak merata, Iritasi ringan","Kojic Acid, Glycolic Acid, Licorice, Allantoin, Sodium Hyaluronate",1,0,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin + Sodium Hyaluronate.png
119,YSB Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin,Avoskin,Kulit Berminyak,"Kusam, Bercak hitam, Warna kulit tidak merata, Iritasi ringan","Kojic Acid, Glycolic Acid, Licorice, Allantoin, Sodium Hyaluronate",1,0,1,0,1,1,1,1,0,NO,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin + Sodium Hyaluronate.png
120,YSB Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin,Avoskin,Kulit Berjerawat,"Kusam, Bercak hitam, Warna kulit tidak merata, Iritasi ringan","Kojic Acid, Glycolic Acid, Licorice, Allantoin, Sodium Hyaluronate",1,0,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Kojic Acid + Glycolic Acid + Licorice + Allantoin + Sodium Hyaluronate.png
121,YSB Cleanser Spirulina + Witch Hazel + Glycolic Acid,Avoskin,Kulit Normal,"Jerawat, Pori-pori tersumbat, Minyak berlebih, Iritasi ringan","Spirulina, Witch Hazel, Glycolic Acid",1,1,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Spirulina + Witch Hazel + Glycolic Acid.png
122,YSB Cleanser Spirulina + Witch Hazel + Glycolic Acid,Avoskin,Kulit Kering,"Jerawat, Pori-pori tersumbat, Minyak berlebih, Iritasi ringan","Spirulina, Witch Hazel, Glycolic Acid",1,1,1,1,0,1,1,1,0,NO,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Spirulina + Witch Hazel + Glycolic Acid.png
123,YSB Cleanser Spirulina + Witch Hazel + Glycolic Acid,Avoskin,Kulit Sensitif,"Jerawat, Pori-pori tersumbat, Minyak berlebih, Iritasi ringan","Spirulina, Witch Hazel, Glycolic Acid",1,1,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Spirulina + Witch Hazel + Glycolic Acid.png
124,YSB Cleanser Spirulina + Witch Hazel + Glycolic Acid,Avoskin,Kulit Kombinasi,"Jerawat, Pori-pori tersumbat, Minyak berlebih, Iritasi ringan","Spirulina, Witch Hazel, Glycolic Acid",1,1,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Spirulina + Witch Hazel + Glycolic Acid.png
125,YSB Cleanser Spirulina + Witch Hazel + Glycolic Acid,Avoskin,Kulit Berminyak,"Jerawat, Pori-pori tersumbat, Minyak berlebih, Iritasi ringan","Spirulina, Witch Hazel, Glycolic Acid",1,1,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Spirulina + Witch Hazel + Glycolic Acid.png
126,YSB Cleanser Spirulina + Witch Hazel + Glycolic Acid,Avoskin,Kulit Berjerawat,"Jerawat, Pori-pori tersumbat, Minyak berlebih, Iritasi ringan","Spirulina, Witch Hazel, Glycolic Acid",1,1,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin YSB Serum Infused Cleanser Spirulina + Witch Hazel + Glycolic Acid.png
127,Natural Sublime Facial Cleanser,Avoskin,Kulit Normal,"Kulit kering, Dehidrasi, Kulit sensitif, Barrier rusak","Niacinamide, Aloe Vera, Sodium Hyaluronate, Marula Oil",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Natural Sublime Facial Cleanser.png
128,Natural Sublime Facial Cleanser,Avoskin,Kulit Kering,"Kulit kering, Dehidrasi, Kulit sensitif, Barrier rusak","Niacinamide, Aloe Vera, Sodium Hyaluronate, Marula Oil",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Natural Sublime Facial Cleanser.png
129,Natural Sublime Facial Cleanser,Avoskin,Kulit Sensitif,"Kulit kering, Dehidrasi, Kulit sensitif, Barrier rusak","Niacinamide, Aloe Vera, Sodium Hyaluronate, Marula Oil",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Natural Sublime Facial Cleanser.png
130,Natural Sublime Facial Cleanser,Avoskin,Kulit Berjerawat,"Kulit kering, Dehidrasi, Kulit sensitif, Barrier rusak","Niacinamide, Aloe Vera, Sodium Hyaluronate, Marula Oil",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Natural Sublime Facial Cleanser.png
131,Natural Sublime Facial Cleanser,Avoskin,Kulit Kombinasi,"Kulit kering, Dehidrasi, Kulit sensitif, Barrier rusak","Niacinamide, Aloe Vera, Sodium Hyaluronate, Marula Oil",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Natural Sublime Facial Cleanser.png
132,Natural Sublime Facial Cleanser,Avoskin,Kulit Berminyak,"Kulit kering, Dehidrasi, Kulit sensitif, Barrier rusak","Niacinamide, Aloe Vera, Sodium Hyaluronate, Marula Oil",1,1,1,0,1,1,1,1,0,NO,C:\project\static\Images\Facial Wash\Avoskin Natural Sublime Facial Cleanser.png
133,Miraculous Dark Spots Solution Active-Serum Infused Cleanser,Avoskin,Kulit Normal,"Noda hitam, Bekas jerawat, Warna kulit tidak merata, Hiperpigmentasi","Tranexamic Acid, Glycolic Acid, Niacinamide, Kojic Acid, Sweet Cherry Extract",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Miraculous Dark Spots Solution Active-Serum Infused Cleanser.png
134,Miraculous Dark Spots Solution Active-Serum Infused Cleanser,Avoskin,Kulit Kering,"Noda hitam, Bekas jerawat, Warna kulit tidak merata, Hiperpigmentasi","Tranexamic Acid, Glycolic Acid, Niacinamide, Kojic Acid, Sweet Cherry Extract",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Miraculous Dark Spots Solution Active-Serum Infused Cleanser.png
135,Miraculous Dark Spots Solution Active-Serum Infused Cleanser,Avoskin,Kulit Sensitif,"Noda hitam, Bekas jerawat, Warna kulit tidak merata, Hiperpigmentasi","Tranexamic Acid, Glycolic Acid, Niacinamide, Kojic Acid, Sweet Cherry Extract",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Miraculous Dark Spots Solution Active-Serum Infused Cleanser.png
136,Miraculous Dark Spots Solution Active-Serum Infused Cleanser,Avoskin,Kulit Kombinasi,"Noda hitam, Bekas jerawat, Warna kulit tidak merata, Hiperpigmentasi","Tranexamic Acid, Glycolic Acid, Niacinamide, Kojic Acid, Sweet Cherry Extract",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Miraculous Dark Spots Solution Active-Serum Infused Cleanser.png
137,Miraculous Dark Spots Solution Active-Serum Infused Cleanser,Avoskin,Kulit Berminyak,"Noda hitam, Bekas jerawat, Warna kulit tidak merata, Hiperpigmentasi","Tranexamic Acid, Glycolic Acid, Niacinamide, Kojic Acid, Sweet Cherry Extract",1,1,1,0,1,1,1,1,0,NO,C:\project\static\Images\Facial Wash\Avoskin Miraculous Dark Spots Solution Active-Serum Infused Cleanser.png
138,Miraculous Dark Spots Solution Active-Serum Infused Cleanser,Avoskin,Kulit Berjerawat,"Noda hitam, Bekas jerawat, Warna kulit tidak merata, Hiperpigmentasi","Tranexamic Acid, Glycolic Acid, Niacinamide, Kojic Acid, Sweet Cherry Extract",1,1,1,0,1,1,1,1,0,YES,C:\project\static\Images\Facial Wash\Avoskin Miraculous Dark Spots Solution Active-Serum Infused Cleanser.png
139,Centella Asiatica Acne Clear Foam Face Wash,NPURE,Kulit Normal,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat, Iritasi ringan","Real Centella Leaves, Green Tea, Mix Fruit, Extract Vit B3",1,0,1,1,0,1,1,1,0,NO,C:\project\static\Images\Facial Wash\NPURE Centella Asiatica Acne Clear Foam Face Wash.png
140,Centella Asiatica Acne Clear Foam Face Wash,NPURE,Kulit Kering,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat, Iritasi ringan","Real Centella Leaves, Green Tea, Mix Fruit, Extract Vit B3",1,0,1,1,0,1,1,1,0,NO,C:\project\static\Images\Facial Wash\NPURE Centella Asiatica Acne Clear Foam Face Wash.png
141,Centella Asiatica Acne Clear Foam Face Wash,NPURE,Kulit Sensitif,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat, Iritasi ringan","Real Centella Leaves, Green Tea, Mix Fruit, Extract Vit B3",1,0,1,1,0,1,1,1,0,NO,C:\project\static\Images\Facial Wash\NPURE Centella Asiatica Acne Clear Foam Face Wash.png
142,Centella Asiatica Acne Clear Foam Face Wash,NPURE,Kulit Kombinasi,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat, Iritasi ringan","Real Centella Leaves, Green Tea, Mix Fruit, Extract Vit B3",1,0,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\NPURE Centella Asiatica Acne Clear Foam Face Wash.png
143,Centella Asiatica Acne Clear Foam Face Wash,NPURE,Kulit Berminyak,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat, Iritasi ringan","Real Centella Leaves, Green Tea, Mix Fruit, Extract Vit B3",1,0,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\NPURE Centella Asiatica Acne Clear Foam Face Wash.png
144,Centella Asiatica Acne Clear Foam Face Wash,NPURE,Kulit Berjerawat,"Jerawat aktif, Minyak berlebih, Pori-pori tersumbat, Iritasi ringan","Real Centella Leaves, Green Tea, Mix Fruit, Extract Vit B3",1,0,1,1,0,1,1,1,0,YES,C:\project\static\Images\Facial Wash\NPURE Centella Asiatica Acne Clear Foam Face Wash.png
145,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Normal,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,1,1,0,1,1,1,1,1,YES,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
146,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Kering,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,1,1,0,1,1,1,1,1,YES,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
147,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Sensitif,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,1,1,0,1,1,1,1,1,YES,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
148,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Kombinasi,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,1,1,0,1,1,1,1,1,YES,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
149,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Berjerawat,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,1,1,0,1,1,1,1,1,YES,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
150,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Berminyak,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,1,1,0,1,1,1,1,1,NO,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
151,Marigold Deep-Cleanse Facial Wash,NPURE,Kulit Berjerawat,"Kusam, Paparan polusi, Penuaan dini","Ekstrak Marigold, 8X Essential Vitamins, 5X Peptides, Adenosine, Gold",1,0,1,0,1,1,0,1,1,NO,C:\project\static\Images\Facial Wash\NPURE Marigold Deep-Cleanse Facial Wash.png
152,Brightening Glow Facial Cleanser,Azarine,Kulit Normal,"Kusam, Kulit kering, Warna kulit tidak merata, Iritasi ringan","Niacinamide, Phenylethyl Resorcinol, Aloe Vera, Bioflavonoids, Broccoli Extract",1,0,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Azarine Brightening Glow Facial Cleanser.png
153,Brightening Glow Facial Cleanser,Azarine,Kulit Kering,"Kusam, Kulit kering, Warna kulit tidak merata, Iritasi ringan","Niacinamide, Phenylethyl Resorcinol, Aloe Vera, Bioflavonoids, Broccoli Extract",1,0,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Azarine Brightening Glow Facial Cleanser.png
154,Brightening Glow Facial Cleanser,Azarine,Kulit Sensitif,"Kusam, Kulit kering, Warna kulit tidak merata, Iritasi ringan","Niacinamide, Phenylethyl Resorcinol, Aloe Vera, Bioflavonoids, Broccoli Extract",1,0,1,0,1,1,0,1,0,NO,C:\project\static\Images\Facial Wash\Azarine Brightening Glow Facial Cleanser.png
155,Brightening Glow Facial Cleanser,Azarine,Kulit Kombinasi,"Kusam, Kulit kering, Warna kulit tidak merata, Iritasi ringan","Niacinamide, Phenylethyl Resorcinol, Aloe Vera, Bioflavonoids, Broccoli Extract",1,0,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Azarine Brightening Glow Facial Cleanser.png
156,Brightening Glow Facial Cleanser,Azarine,Kulit Berminyak,"Kusam, Kulit kering, Warna kulit tidak merata, Iritasi ringan","Niacinamide, Phenylethyl Resorcinol, Aloe Vera, Bioflavonoids, Broccoli Extract",1,0,1,0,1,1,0,1,0,NO,C:\project\static\Images\Facial Wash\Azarine Brightening Glow Facial Cleanser.png
157,Brightening Glow Facial Cleanser,Azarine,Kulit Berjerawat,"Kusam, Kulit kering, Warna kulit tidak merata, Iritasi ringan","Niacinamide, Phenylethyl Resorcinol, Aloe Vera, Bioflavonoids, Broccoli Extract",1,0,1,0,1,1,0,1,0,NO,C:\project\static\Images\Facial Wash\Azarine Brightening Glow Facial Cleanser.png
158,Radiant Glow Brightening Jelly Cleanser,Elsheskin,Kulit Normal,"Kusam, Noda bekas jerawat, Warna kulit tidak merata, Kulit kering, Dehidrasi","Tranexamic Acid, 14X Brightening Booster, 17X Amino Acid Complex",1,1,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Radiant Glow Brightening Jelly Cleanser.png
159,Radiant Glow Brightening Jelly Cleanser,Elsheskin,Kulit Kering,"Kusam, Noda bekas jerawat, Warna kulit tidak merata, Kulit kering, Dehidrasi","Tranexamic Acid, 14X Brightening Booster, 17X Amino Acid Complex",1,1,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Radiant Glow Brightening Jelly Cleanser.png
160,Radiant Glow Brightening Jelly Cleanser,Elsheskin,Kulit Sensitif,"Kusam, Noda bekas jerawat, Warna kulit tidak merata, Kulit kering, Dehidrasi","Tranexamic Acid, 14X Brightening Booster, 17X Amino Acid Complex",1,1,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Radiant Glow Brightening Jelly Cleanser.png
161,Radiant Glow Brightening Jelly Cleanser,Elsheskin,Kulit Berjerawat,"Kusam, Noda bekas jerawat, Warna kulit tidak merata, Kulit kering, Dehidrasi","Tranexamic Acid, 14X Brightening Booster, 17X Amino Acid Complex",1,1,1,0,1,1,0,1,0,NO,C:\project\static\Images\Facial Wash\Elsheskin Radiant Glow Brightening Jelly Cleanser.png
162,Radiant Glow Brightening Jelly Cleanser,Elsheskin,Kulit Kombinasi,"Kusam, Noda bekas jerawat, Warna kulit tidak merata, Kulit kering, Dehidrasi","Tranexamic Acid, 14X Brightening Booster, 17X Amino Acid Complex",1,1,1,0,1,1,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Radiant Glow Brightening Jelly Cleanser.png
163,Radiant Glow Brightening Jelly Cleanser,Elsheskin,Kulit Berminyak,"Kusam, Noda bekas jerawat, Warna kulit tidak merata, Kulit kering, Dehidrasi","Tranexamic Acid, 14X Brightening Booster, 17X Amino Acid Complex",1,1,1,0,1,1,0,1,0,NO,C:\project\static\Images\Facial Wash\Elsheskin Radiant Glow Brightening Jelly Cleanser.png
164,Soothing Cleanser Wash,Elsheskin,Kulit Normal,"Sensitif, Iritasi ringan, Kemerahan, Paparan polusi","Chamomilla Recutita Flower Extract, Methylparaben, Citric Acid",1,1,1,0,1,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Soothing Cleanser Wash.png
165,Soothing Cleanser Wash,Elsheskin,Kulit Kering,"Sensitif, Iritasi ringan, Kemerahan, Paparan polusi","Chamomilla Recutita Flower Extract, Methylparaben, Citric Acid",1,1,1,0,1,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Soothing Cleanser Wash.png
166,Soothing Cleanser Wash,Elsheskin,Kulit Sensitif,"Sensitif, Iritasi ringan, Kemerahan, Paparan polusi","Chamomilla Recutita Flower Extract, Methylparaben, Citric Acid",1,1,1,0,1,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Soothing Cleanser Wash.png
167,Soothing Cleanser Wash,Elsheskin,Kulit Berjerawat,"Sensitif, Iritasi ringan, Kemerahan, Paparan polusi","Chamomilla Recutita Flower Extract, Methylparaben, Citric Acid",1,1,1,0,1,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Elsheskin Soothing Cleanser Wash.png
168,Soothing Cleanser Wash,Elsheskin,Kulit Kombinasi,"Sensitif, Iritasi ringan, Kemerahan, Paparan polusi","Chamomilla Recutita Flower Extract, Methylparaben, Citric Acid",1,1,1,0,1,0,0,1,0,YES,C:\project\static\Images\Facial Wash\Elsheskin Soothing Cleanser Wash.png
169,Soothing Cleanser Wash,Elsheskin,Kulit Berminyak,"Sensitif, Iritasi ringan, Kemerahan, Paparan polusi","Chamomilla Recutita Flower Extract, Methylparaben, Citric Acid",1,1,1,0,1,0,0,1,0,NO,C:\project\static\Images\Facial Wash\Elsheskin Soothing Cleanser Wash.png
170,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,ERHA,Kulit Normal,"Jerawat aktif, minyak berlebih, inflamasi, pori-pori tersumbat","Witch Hazel, Salicylic Acid (BHA), D-panthenol, Allantoin",1,1,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\ERHA Acneact Witch Hazel & BHA Gentle Acne Facial Wash.png
171,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,ERHA,Kulit Kering,"Jerawat aktif, minyak berlebih, inflamasi, pori-pori tersumbat","Witch Hazel, Salicylic Acid (BHA), D-panthenol, Allantoin",1,1,1,1,0,0,1,1,0,NO,C:\project\static\Images\Facial Wash\ERHA Acneact Witch Hazel & BHA Gentle Acne Facial Wash.png
172,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,ERHA,Kulit Sensitif,"Jerawat aktif, minyak berlebih, inflamasi, pori-pori tersumbat","Witch Hazel, Salicylic Acid (BHA), D-panthenol, Allantoin",1,1,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\ERHA Acneact Witch Hazel & BHA Gentle Acne Facial Wash.png
173,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,ERHA,Kulit Kombinasi,"Jerawat aktif, minyak berlebih, inflamasi, pori-pori tersumbat","Witch Hazel, Salicylic Acid (BHA), D-panthenol, Allantoin",1,1,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\ERHA Acneact Witch Hazel & BHA Gentle Acne Facial Wash.png
