No,Nama Produk,Brand,Jenis Kulit,Masalah Kulit,Kandungan Utama,Alcohol-Free,Fragrance-Free,Non-Comedogenic,Oil Control,Hydrating,Brightening,Anti Acne,Soothing,Anti Aging,UV Protection,Cocok,Image
161,YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae,Avoskin,Kulit Sensitif,"Garis halus, Tekstur kulit tidak rata","Polypeptide, Acetyl Glucosamine, Red Algae, Multi Probiome",1,1,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae.png
162,YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae,Avoskin,Kulit Berjerawat,"Garis halus, Tekstur kulit tidak rata","Polypeptide, Acetyl Glucosamine, Red Algae, Multi Probiome",1,1,1,0,1,1,0,0,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae.png
163,YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid,Avoskin,Kulit Normal,"Dehidrasi, Skin barrier rusak","Aqua Ceramide 2%, Hyaluronic Acid, Multi Probiome, Glycerin",1,1,1,0,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid.png
164,YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid,Avoskin,Kulit Kering,"Dehidrasi, Skin barrier rusak","Aqua Ceramide 2%, Hyaluronic Acid, Multi Probiome, Glycerin",1,1,1,0,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid.png
165,YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid,Avoskin,Kulit Berminyak,"Dehidrasi, Skin barrier rusak","Aqua Ceramide 2%, Hyaluronic Acid, Multi Probiome, Glycerin",1,1,1,0,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid.png
166,YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid,Avoskin,Kulit Kombinasi,"Dehidrasi, Skin barrier rusak","Aqua Ceramide 2%, Hyaluronic Acid, Multi Probiome, Glycerin",1,1,1,0,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid.png
167,YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid,Avoskin,Kulit Sensitif,"Dehidrasi, Skin barrier rusak","Aqua Ceramide 2%, Hyaluronic Acid, Multi Probiome, Glycerin",1,1,1,0,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid.png
168,YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid,Avoskin,Kulit Berjerawat,"Dehidrasi, Skin barrier rusak","Aqua Ceramide 2%, Hyaluronic Acid, Multi Probiome, Glycerin",1,1,1,0,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment 2% Aqua Ceramide + Multi Probiome + Hyaluronic Acid.png
169,Luminous Emulsion Night Cream,Avoskin,Kulit Normal,"Penuaan dini, Kulit kusam","Immortelle Flower Oil, Avocado Oil, ET-VC",1,0,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Luminous Emulsion Night Cream.png
170,Luminous Emulsion Night Cream,Avoskin,Kulit Kering,"Penuaan dini, Kulit kusam","Immortelle Flower Oil, Avocado Oil, ET-VC",1,0,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Luminous Emulsion Night Cream.png
171,Luminous Emulsion Night Cream,Avoskin,Kulit Berminyak,"Penuaan dini, Kulit kusam","Immortelle Flower Oil, Avocado Oil, ET-VC",1,0,1,0,1,1,0,0,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Luminous Emulsion Night Cream.png
172,Luminous Emulsion Night Cream,Avoskin,Kulit Kombinasi,"Penuaan dini, Kulit kusam","Immortelle Flower Oil, Avocado Oil, ET-VC",1,0,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Luminous Emulsion Night Cream.png
173,Luminous Emulsion Night Cream,Avoskin,Kulit Sensitif,"Penuaan dini, Kulit kusam","Immortelle Flower Oil, Avocado Oil, ET-VC",1,0,1,0,1,1,0,0,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Luminous Emulsion Night Cream.png
174,Luminous Emulsion Night Cream,Avoskin,Kulit Berjerawat,"Penuaan dini, Kulit kusam","Immortelle Flower Oil, Avocado Oil, ET-VC",1,0,1,0,1,1,0,0,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Luminous Emulsion Night Cream.png
175,Intensive Divine Day Cream,Avoskin,Kulit Normal,"Kulit kering, Kusam, Kekurangan nutrisi kulit","Marigold Oil, Almond Oil, ET-VC, Ekstrak Apel",1,0,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Intensive Divine Day Cream.png
176,Intensive Divine Day Cream,Avoskin,Kulit Kering,"Kulit kering, Kusam, Kekurangan nutrisi kulit","Marigold Oil, Almond Oil, ET-VC, Ekstrak Apel",1,0,0,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Intensive Divine Day Cream.png
177,Intensive Divine Day Cream,Avoskin,Kulit Berminyak,"Kulit kering, Kusam, Kekurangan nutrisi kulit","Marigold Oil, Almond Oil, ET-VC, Ekstrak Apel",1,0,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Intensive Divine Day Cream.png
178,Intensive Divine Day Cream,Avoskin,Kulit Kombinasi,"Kulit kering, Kusam, Kekurangan nutrisi kulit","Marigold Oil, Almond Oil, ET-VC, Ekstrak Apel",1,0,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Intensive Divine Day Cream.png
179,Intensive Divine Day Cream,Avoskin,Kulit Sensitif,"Kulit kering, Kusam, Kekurangan nutrisi kulit","Marigold Oil, Almond Oil, ET-VC, Ekstrak Apel",1,0,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Intensive Divine Day Cream.png
180,Intensive Divine Day Cream,Avoskin,Kulit Berjerawat,"Kulit kering, Kusam, Kekurangan nutrisi kulit","Marigold Oil, Almond Oil, ET-VC, Ekstrak Apel",1,0,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Intensive Divine Day Cream.png
181,YSB Glow Treatment Alpha Arbutin + Beta Carotene,Avoskin,Kulit Normal,"Bekas jerawat, Kulit kusam (PIH)","Alpha Arbutin 2%, Multi Probiome, Beta Carotene, Carrot Root Extract",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Alpha Arbutin + Multi Probiome + Beta Carotene.png
182,YSB Glow Treatment Alpha Arbutin + Beta Carotene,Avoskin,Kulit Kering,"Bekas jerawat, Kulit kusam (PIH)","Alpha Arbutin 2%, Multi Probiome, Beta Carotene, Carrot Root Extract",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Alpha Arbutin + Multi Probiome + Beta Carotene.png
183,YSB Glow Treatment Alpha Arbutin + Beta Carotene,Avoskin,Kulit Berminyak,"Bekas jerawat, Kulit kusam (PIH)","Alpha Arbutin 2%, Multi Probiome, Beta Carotene, Carrot Root Extract",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Alpha Arbutin + Multi Probiome + Beta Carotene.png
184,YSB Glow Treatment Alpha Arbutin + Beta Carotene,Avoskin,Kulit Kombinasi,"Bekas jerawat, Kulit kusam (PIH)","Alpha Arbutin 2%, Multi Probiome, Beta Carotene, Carrot Root Extract",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Alpha Arbutin + Multi Probiome + Beta Carotene.png
185,YSB Glow Treatment Alpha Arbutin + Beta Carotene,Avoskin,Kulit Sensitif,"Bekas jerawat, Kulit kusam (PIH)","Alpha Arbutin 2%, Multi Probiome, Beta Carotene, Carrot Root Extract",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Alpha Arbutin + Multi Probiome + Beta Carotene.png
186,YSB Glow Treatment Alpha Arbutin + Beta Carotene,Avoskin,Kulit Berjerawat,"Bekas jerawat, Kulit kusam (PIH)","Alpha Arbutin 2%, Multi Probiome, Beta Carotene, Carrot Root Extract",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Alpha Arbutin + Multi Probiome + Beta Carotene.png
187,YSB Glow Treatment Tranexamic Acid + Pineapple,Avoskin,Kulit Normal,"Kulit berjerawat, Kemerahan, Bekas jerawat PIH","Tranexamic Acid 1%, Pineapple Extract, Multi Probiome, Bisabolol",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Tranexamic Acid + Multi Probiome + Pineapple.png
188,YSB Glow Treatment Tranexamic Acid + Pineapple,Avoskin,Kulit Kering,"Kulit berjerawat, Kemerahan, Bekas jerawat PIH","Tranexamic Acid 1%, Pineapple Extract, Multi Probiome, Bisabolol",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Tranexamic Acid + Multi Probiome + Pineapple.png
189,YSB Glow Treatment Tranexamic Acid + Pineapple,Avoskin,Kulit Berminyak,"Kulit berjerawat, Kemerahan, Bekas jerawat PIH","Tranexamic Acid 1%, Pineapple Extract, Multi Probiome, Bisabolol",1,1,1,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Tranexamic Acid + Multi Probiome + Pineapple.png
190,YSB Glow Treatment Tranexamic Acid + Pineapple,Avoskin,Kulit Kombinasi,"Kulit berjerawat, Kemerahan, Bekas jerawat PIH","Tranexamic Acid 1%, Pineapple Extract, Multi Probiome, Bisabolol",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Tranexamic Acid + Multi Probiome + Pineapple.png
191,YSB Glow Treatment Tranexamic Acid + Pineapple,Avoskin,Kulit Sensitif,"Kulit berjerawat, Kemerahan, Bekas jerawat PIH","Tranexamic Acid 1%, Pineapple Extract, Multi Probiome, Bisabolol",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Tranexamic Acid + Multi Probiome + Pineapple.png
192,YSB Glow Treatment Tranexamic Acid + Pineapple,Avoskin,Kulit Berjerawat,"Kulit berjerawat, Kemerahan, Bekas jerawat PIH","Tranexamic Acid 1%, Pineapple Extract, Multi Probiome, Bisabolol",1,1,1,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Tranexamic Acid + Multi Probiome + Pineapple.png
193,Ultra Brightening Cream,Avoskin,Kulit Normal,"Kulit kusam, Bekas jerawat, Garis halus","Alpha Arbutin 3%, Retinolsome 0.5%, Squalane 2%, Licorice & Chamomile Extract",1,1,0,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Ultra Brightening Cream.png
194,Ultra Brightening Cream,Avoskin,Kulit Kering,"Kulit kusam, Bekas jerawat, Garis halus","Alpha Arbutin 3%, Retinolsome 0.5%, Squalane 2%, Licorice & Chamomile Extract",1,1,0,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Ultra Brightening Cream.png
195,Ultra Brightening Cream,Avoskin,Kulit Berminyak,"Kulit kusam, Bekas jerawat, Garis halus","Alpha Arbutin 3%, Retinolsome 0.5%, Squalane 2%, Licorice & Chamomile Extract",1,1,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Ultra Brightening Cream.png
196,Ultra Brightening Cream,Avoskin,Kulit Kombinasi,"Kulit kusam, Bekas jerawat, Garis halus","Alpha Arbutin 3%, Retinolsome 0.5%, Squalane 2%, Licorice & Chamomile Extract",1,1,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Ultra Brightening Cream.png
197,Ultra Brightening Cream,Avoskin,Kulit Sensitif,"Kulit kusam, Bekas jerawat, Garis halus","Alpha Arbutin 3%, Retinolsome 0.5%, Squalane 2%, Licorice & Chamomile Extract",1,1,0,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin Ultra Brightening Cream.png
198,Ultra Brightening Cream,Avoskin,Kulit Berjerawat,"Kulit kusam, Bekas jerawat, Garis halus","Alpha Arbutin 3%, Retinolsome 0.5%, Squalane 2%, Licorice & Chamomile Extract",1,1,0,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin Ultra Brightening Cream.png
199,Noni Probiotics Comfort Me Moisturizer,NPURE,Kulit Normal,"Kulit sensitif, Kemerahan, Kering, Skin barrier rusak","Morinda Citrifolia Fruit Extract, Probiotics 9 Complex, Chamomile Extract & Bisabolol, Ceramide NP",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Noni Probiotics Comfort Me Moisturizer.png
200,Noni Probiotics Comfort Me Moisturizer,NPURE,Kulit Kering,"Kulit sensitif, Kemerahan, Kering, Skin barrier rusak","Morinda Citrifolia Fruit Extract, Probiotics 9 Complex, Chamomile Extract & Bisabolol, Ceramide NP",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Noni Probiotics Comfort Me Moisturizer.png
201,Noni Probiotics Comfort Me Moisturizer,NPURE,Kulit Sensitif,"Kulit sensitif, Kemerahan, Kering, Skin barrier rusak","Morinda Citrifolia Fruit Extract, Probiotics 9 Complex, Chamomile Extract & Bisabolol, Ceramide NP",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Noni Probiotics Comfort Me Moisturizer.png
202,Noni Probiotics Comfort Me Moisturizer,NPURE,Kulit Berjerawat,"Kulit sensitif, Kemerahan, Kering, Skin barrier rusak","Morinda Citrifolia Fruit Extract, Probiotics 9 Complex, Chamomile Extract & Bisabolol, Ceramide NP",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Noni Probiotics Comfort Me Moisturizer.png
203,Noni Probiotics Comfort Me Moisturizer,NPURE,Kulit Berminyak,"Kulit sensitif, Kemerahan, Kering, Skin barrier rusak","Morinda Citrifolia Fruit Extract, Probiotics 9 Complex, Chamomile Extract & Bisabolol, Ceramide NP",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Noni Probiotics Comfort Me Moisturizer.png
204,Noni Probiotics Comfort Me Moisturizer,NPURE,Kulit Kombinasi,"Kulit sensitif, Kemerahan, Kering, Skin barrier rusak","Morinda Citrifolia Fruit Extract, Probiotics 9 Complex, Chamomile Extract & Bisabolol, Ceramide NP",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Noni Probiotics Comfort Me Moisturizer.png
205,Marigold Anti-Aging Youth Defense Moisturizer,NPURE,Kulit Normal,"Tanda penuaan dini, Kulit kusam, Kulit sensitif, dan Minyak berlebih","Calendula Officinalis Flower Extract (Ekstrak Marigold), Peptide Complex, Niacinamide, Colloidal Gold & Vitamin E",1,1,1,1,1,1,1,1,1,NO,YES,C:\project\static\Images\Moisturizer\NPURE Marigold Anti-Aging Youth Defense Moisturizer.png
206,Marigold Anti-Aging Youth Defense Moisturizer,NPURE,Kulit Kering,"Tanda penuaan dini, Kulit kusam, Kulit sensitif, dan Minyak berlebih","Calendula Officinalis Flower Extract (Ekstrak Marigold), Peptide Complex, Niacinamide, Colloidal Gold & Vitamin E",1,1,1,1,1,1,1,1,1,NO,YES,C:\project\static\Images\Moisturizer\NPURE Marigold Anti-Aging Youth Defense Moisturizer.png
207,Marigold Anti-Aging Youth Defense Moisturizer,NPURE,Kulit Berminyak,"Tanda penuaan dini, Kulit kusam, Kulit sensitif, dan Minyak berlebih","Calendula Officinalis Flower Extract (Ekstrak Marigold), Peptide Complex, Niacinamide, Colloidal Gold & Vitamin E",1,1,1,1,1,1,1,1,1,NO,YES,C:\project\static\Images\Moisturizer\NPURE Marigold Anti-Aging Youth Defense Moisturizer.png
208,Marigold Anti-Aging Youth Defense Moisturizer,NPURE,Kulit Kombinasi,"Tanda penuaan dini, Kulit kusam, Kulit sensitif, dan Minyak berlebih","Calendula Officinalis Flower Extract (Ekstrak Marigold), Peptide Complex, Niacinamide, Colloidal Gold & Vitamin E",1,1,1,1,1,1,1,1,1,NO,YES,C:\project\static\Images\Moisturizer\NPURE Marigold Anti-Aging Youth Defense Moisturizer.png
209,Marigold Anti-Aging Youth Defense Moisturizer,NPURE,Kulit Sensitif,"Tanda penuaan dini, Kulit kusam, Kulit sensitif, dan Minyak berlebih","Calendula Officinalis Flower Extract (Ekstrak Marigold), Peptide Complex, Niacinamide, Colloidal Gold & Vitamin E",1,1,1,1,1,1,1,1,1,NO,YES,C:\project\static\Images\Moisturizer\NPURE Marigold Anti-Aging Youth Defense Moisturizer.png
210,Marigold Anti-Aging Youth Defense Moisturizer,NPURE,Kulit Berjerawat,"Tanda penuaan dini, Kulit kusam, Kulit sensitif, dan Minyak berlebih","Calendula Officinalis Flower Extract (Ekstrak Marigold), Peptide Complex, Niacinamide, Colloidal Gold & Vitamin E",1,1,1,1,1,1,1,1,1,NO,YES,C:\project\static\Images\Moisturizer\NPURE Marigold Anti-Aging Youth Defense Moisturizer.png
211,Centella Asiatica Barrier Moisturizer,NPURE,Kulit Normal,"Jerawat aktif, Sensitif, Redakan kemerahan, Skin barrier rusak","Centella Asiatica (Cica) & Madecassoside, Salicylic Acid (BHA), Ceramide Complex (5 Jenis), Niacinamide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Centella Asiatica Barrier Moisturizer.png
212,Centella Asiatica Barrier Moisturizer,NPURE,Kulit Kering,"Jerawat aktif, Sensitif, Redakan kemerahan, Skin barrier rusak","Centella Asiatica (Cica) & Madecassoside, Salicylic Acid (BHA), Ceramide Complex (5 Jenis), Niacinamide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Centella Asiatica Barrier Moisturizer.png
213,Centella Asiatica Barrier Moisturizer,NPURE,Kulit Sensitif,"Jerawat aktif, Sensitif, Redakan kemerahan, Skin barrier rusak","Centella Asiatica (Cica) & Madecassoside, Salicylic Acid (BHA), Ceramide Complex (5 Jenis), Niacinamide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Centella Asiatica Barrier Moisturizer.png
214,Centella Asiatica Barrier Moisturizer,NPURE,Kulit Berjerawat,"Jerawat aktif, Sensitif, Redakan kemerahan, Skin barrier rusak","Centella Asiatica (Cica) & Madecassoside, Salicylic Acid (BHA), Ceramide Complex (5 Jenis), Niacinamide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Centella Asiatica Barrier Moisturizer.png
215,Centella Asiatica Barrier Moisturizer,NPURE,Kulit Berminyak,"Jerawat aktif, Sensitif, Redakan kemerahan, Skin barrier rusak","Centella Asiatica (Cica) & Madecassoside, Salicylic Acid (BHA), Ceramide Complex (5 Jenis), Niacinamide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Centella Asiatica Barrier Moisturizer.png
216,Centella Asiatica Barrier Moisturizer,NPURE,Kulit Kombinasi,"Jerawat aktif, Sensitif, Redakan kemerahan, Skin barrier rusak","Centella Asiatica (Cica) & Madecassoside, Salicylic Acid (BHA), Ceramide Complex (5 Jenis), Niacinamide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Centella Asiatica Barrier Moisturizer.png
217,Licorice Creamy Light Moisturizer,NPURE,Kulit Normal,"Kulit kusam, Noda hitam, Warna kulit tidak merata, dan Minyak berlebih","Glycyrrhiza Uralensis (Licorice) Root Extract, Niacinamide, Tranexamic Acid, Allantoin & Dipotassium Glycyrrhizate",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Licorice Creamy Light Moisturizer.png
218,Licorice Creamy Light Moisturizer,NPURE,Kulit Kering,"Kulit kusam, Noda hitam, Warna kulit tidak merata, dan Minyak berlebih","Glycyrrhiza Uralensis (Licorice) Root Extract, Niacinamide, Tranexamic Acid, Allantoin & Dipotassium Glycyrrhizate",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Licorice Creamy Light Moisturizer.png
219,Licorice Creamy Light Moisturizer,NPURE,Kulit Sensitif,"Kulit kusam, Noda hitam, Warna kulit tidak merata, dan Minyak berlebih","Glycyrrhiza Uralensis (Licorice) Root Extract, Niacinamide, Tranexamic Acid, Allantoin & Dipotassium Glycyrrhizate",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Licorice Creamy Light Moisturizer.png
220,Licorice Creamy Light Moisturizer,NPURE,Kulit Berjerawat,"Kulit kusam, Noda hitam, Warna kulit tidak merata, dan Minyak berlebih","Glycyrrhiza Uralensis (Licorice) Root Extract, Niacinamide, Tranexamic Acid, Allantoin & Dipotassium Glycyrrhizate",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Licorice Creamy Light Moisturizer.png
221,Licorice Creamy Light Moisturizer,NPURE,Kulit Berminyak,"Kulit kusam, Noda hitam, Warna kulit tidak merata, dan Minyak berlebih","Glycyrrhiza Uralensis (Licorice) Root Extract, Niacinamide, Tranexamic Acid, Allantoin & Dipotassium Glycyrrhizate",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Licorice Creamy Light Moisturizer.png
222,Licorice Creamy Light Moisturizer,NPURE,Kulit Kombinasi,"Kulit kusam, Noda hitam, Warna kulit tidak merata, dan Minyak berlebih","Glycyrrhiza Uralensis (Licorice) Root Extract, Niacinamide, Tranexamic Acid, Allantoin & Dipotassium Glycyrrhizate",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\NPURE Licorice Creamy Light Moisturizer.png
223,Supreme Glow Brightening Moisturizer,Azarine,Kulit Normal,"Kulit kusam, Noda hitam, Bekas jerawat, Kulit kering, Barrier rusak","Centella Asiatica, Phenylethyl Resorcinol, Saccharomyces Lysate",1,0,0,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Azarine Supreme Glow Brightening Moisturizer.png
224,Supreme Glow Brightening Moisturizer,Azarine,Kulit Kering,"Kulit kusam, Noda hitam, Bekas jerawat, Kulit kering, Barrier rusak","Centella Asiatica, Phenylethyl Resorcinol, Saccharomyces Lysate",1,0,0,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Azarine Supreme Glow Brightening Moisturizer.png
225,Supreme Glow Brightening Moisturizer,Azarine,Kulit Sensitif,"Kulit kusam, Noda hitam, Bekas jerawat, Kulit kering, Barrier rusak","Centella Asiatica, Phenylethyl Resorcinol, Saccharomyces Lysate",1,0,0,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Azarine Supreme Glow Brightening Moisturizer.png
226,Supreme Glow Brightening Moisturizer,Azarine,Kulit Berjerawat,"Kulit kusam, Noda hitam, Bekas jerawat, Kulit kering, Barrier rusak","Centella Asiatica, Phenylethyl Resorcinol, Saccharomyces Lysate",1,0,0,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Azarine Supreme Glow Brightening Moisturizer.png
227,Supreme Glow Brightening Moisturizer,Azarine,Kulit Berminyak,"Kulit kusam, Noda hitam, Bekas jerawat, Kulit kering, Barrier rusak","Centella Asiatica, Phenylethyl Resorcinol, Saccharomyces Lysate",1,0,0,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Azarine Supreme Glow Brightening Moisturizer.png
228,Supreme Glow Brightening Moisturizer,Azarine,Kulit Kombinasi,"Kulit kusam, Noda hitam, Bekas jerawat, Kulit kering, Barrier rusak","Centella Asiatica, Phenylethyl Resorcinol, Saccharomyces Lysate",1,0,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Azarine Supreme Glow Brightening Moisturizer.png
229,Pure Radiance Barrier Moisturizer,Azarine,Kulit Normal,"Bekas jerawat, pori besar, minyak berlebih","MossCellTec™ No.1, Actiwhite™, Jeju Green Tea Water, Ceramide 3",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Azarine Pure Radiance Barrier Moisturizer.png
230,Pure Radiance Barrier Moisturizer,Azarine,Kulit Kering,"Bekas jerawat, pori besar, minyak berlebih","MossCellTec™ No.1, Actiwhite™, Jeju Green Tea Water, Ceramide 3",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Azarine Pure Radiance Barrier Moisturizer.png
231,Pure Radiance Barrier Moisturizer,Azarine,Kulit Berminyak,"Bekas jerawat, pori besar, minyak berlebih","MossCellTec™ No.1, Actiwhite™, Jeju Green Tea Water, Ceramide 3",1,1,1,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Azarine Pure Radiance Barrier Moisturizer.png
232,Pure Radiance Barrier Moisturizer,Azarine,Kulit Kombinasi,"Bekas jerawat, pori besar, minyak berlebih","MossCellTec™ No.1, Actiwhite™, Jeju Green Tea Water, Ceramide 3",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Azarine Pure Radiance Barrier Moisturizer.png
233,Pure Radiance Barrier Moisturizer,Azarine,Kulit Sensitif,"Bekas jerawat, pori besar, minyak berlebih","MossCellTec™ No.1, Actiwhite™, Jeju Green Tea Water, Ceramide 3",1,1,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Azarine Pure Radiance Barrier Moisturizer.png
234,Pure Radiance Barrier Moisturizer,Azarine,Kulit Berjerawat,"Bekas jerawat, pori besar, minyak berlebih","MossCellTec™ No.1, Actiwhite™, Jeju Green Tea Water, Ceramide 3",1,1,1,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Azarine Pure Radiance Barrier Moisturizer.png
235,Advanced Youth Barrier Moisturizer,Azarine,Kulit Normal,"Garis halus, kulit kusam, kurang elastis","MossCellTec™ No.1, Vegan RetinAlt Booster, 11x HA, Low Molecular Peptide",1,1,1,0,1,0,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Advanced Youth Barrier Moisturizer.png
