No,Nama Produk,Brand,Jenis Kulit,Masalah Kulit,Kandungan Utama,Alcohol-Free,Fragrance-Free,Non-Comedogenic,Oil Control,Hydrating,Brightening,Anti Acne,Soothing,Anti Aging,UV Protection,Cocok,Image
76,Perfect Bright Bright + Night Glow Night Moisturizer,Wardah,Kulit Kombinasi,"Kusam, Bekas jerawat","4x Berries Bright, Gentle PHA",1,0,1,0,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Perfect Bright Bright + Night Glow Night Moisturizer.png
77,Perfect Bright Bright + Night Glow Night Moisturizer,Wardah,Kulit Sensitif,"Kusam, Bekas jerawat","4x Berries Bright, Gentle PHA",1,0,1,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Wardah Perfect Bright Bright + Night Glow Night Moisturizer.png
78,Perfect Bright Bright + Night Glow Night Moisturizer,Wardah,Kulit Berjerawat,"Kusam, Bekas jerawat","4x Berries Bright, Gentle PHA",1,0,1,0,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Wardah Perfect Bright Bright + Night Glow Night Moisturizer.png
79,Hydra Rose Moisture Rich Night Gel,Wardah,Kulit Normal,"Kulit dehidrasi, Barrier rusak, Kemerahan ringan","72 Hours Hydrating Active, Rose Oil, Stress Relief Agent",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Moisture Rich Night Gel.png
80,Hydra Rose Moisture Rich Night Gel,Wardah,Kulit Kering,"Kulit dehidrasi, Barrier rusak, Kemerahan ringan","72 Hours Hydrating Active, Rose Oil, Stress Relief Agent",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Moisture Rich Night Gel.png
81,Hydra Rose Moisture Rich Night Gel,Wardah,Kulit Berminyak,"Kulit dehidrasi, Barrier rusak, Kemerahan ringan","72 Hours Hydrating Active, Rose Oil, Stress Relief Agent",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Moisture Rich Night Gel.png
82,Hydra Rose Moisture Rich Night Gel,Wardah,Kulit Kombinasi,"Kulit dehidrasi, Barrier rusak, Kemerahan ringan","72 Hours Hydrating Active, Rose Oil, Stress Relief Agent",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Moisture Rich Night Gel.png
83,Hydra Rose Moisture Rich Night Gel,Wardah,Kulit Sensitif,"Kulit dehidrasi, Barrier rusak, Kemerahan ringan","72 Hours Hydrating Active, Rose Oil, Stress Relief Agent",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Moisture Rich Night Gel.png
84,Hydra Rose Moisture Rich Night Gel,Wardah,Kulit Berjerawat,"Kulit dehidrasi, Barrier rusak, Kemerahan ringan","72 Hours Hydrating Active, Rose Oil, Stress Relief Agent",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Moisture Rich Night Gel.png
85,Hydra Rose Dewy Aqua Day Gel,Wardah,Kulit Normal,"Kulit dehidrasi, Barrier rusak ringan","72 Hours Hydrating Active, Rose Oil, Bio-Hyaluronic Acid",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Dewy Aqua Day Gel.png
86,Hydra Rose Dewy Aqua Day Gel,Wardah,Kulit Kering,"Kulit dehidrasi, Barrier rusak ringan","72 Hours Hydrating Active, Rose Oil, Bio-Hyaluronic Acid",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Dewy Aqua Day Gel.png
87,Hydra Rose Dewy Aqua Day Gel,Wardah,Kulit Berminyak,"Kulit dehidrasi, Barrier rusak ringan","72 Hours Hydrating Active, Rose Oil, Bio-Hyaluronic Acid",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Dewy Aqua Day Gel.png
88,Hydra Rose Dewy Aqua Day Gel,Wardah,Kulit Kombinasi,"Kulit dehidrasi, Barrier rusak ringan","72 Hours Hydrating Active, Rose Oil, Bio-Hyaluronic Acid",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Dewy Aqua Day Gel.png
89,Hydra Rose Dewy Aqua Day Gel,Wardah,Kulit Sensitif,"Kulit dehidrasi, Barrier rusak ringan","72 Hours Hydrating Active, Rose Oil, Bio-Hyaluronic Acid",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Dewy Aqua Day Gel.png
90,Hydra Rose Dewy Aqua Day Gel,Wardah,Kulit Berjerawat,"Kulit dehidrasi, Barrier rusak ringan","72 Hours Hydrating Active, Rose Oil, Bio-Hyaluronic Acid",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Wardah Hydra Rose Dewy Aqua Day Gel.png
91,Water Barrier Balancing Gel,Emina,Kulit Normal,"Kulit Dehidrasi, Skin barrier rusak","Ceramide, 2.5% Beta Glucan, Niacinamide",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Barrier Balancing Gel.png
92,Water Barrier Balancing Gel,Emina,Kulit Kering,"Kulit Dehidrasi, Skin barrier rusak","Ceramide, 2.5% Beta Glucan, Niacinamide",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Barrier Balancing Gel.png
93,Water Barrier Balancing Gel,Emina,Kulit Berminyak,"Kulit Dehidrasi, Skin barrier rusak","Ceramide, 2.5% Beta Glucan, Niacinamide",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Barrier Balancing Gel.png
94,Water Barrier Balancing Gel,Emina,Kulit Kombinasi,"Kulit Dehidrasi, Skin barrier rusak","Ceramide, 2.5% Beta Glucan, Niacinamide",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Barrier Balancing Gel.png
95,Water Barrier Balancing Gel,Emina,Kulit Sensitif,"Kulit Dehidrasi, Skin barrier rusak","Ceramide, 2.5% Beta Glucan, Niacinamide",1,0,1,1,1,0,1,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Water Barrier Balancing Gel.png
96,Water Barrier Balancing Gel,Emina,Kulit Berjerawat,"Kulit Dehidrasi, Skin barrier rusak","Ceramide, 2.5% Beta Glucan, Niacinamide",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Barrier Balancing Gel.png
97,Water Calming Gel,Emina,Kulit Normal,"Kulit Sensitif, Kemerahan, Acne prone","Madecassoside, 2% Cicapro, Beta Glucan, Salicylic Acid",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Calming Gel.png
98,Water Calming Gel,Emina,Kulit Kering,"Kulit Sensitif, Kemerahan, Acne prone","Madecassoside, 2% Cicapro, Beta Glucan, Salicylic Acid",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Calming Gel.png
99,Water Calming Gel,Emina,Kulit Berminyak,"Kulit Sensitif, Kemerahan, Acne prone","Madecassoside, 2% Cicapro, Beta Glucan, Salicylic Acid",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Calming Gel.png
100,Water Calming Gel,Emina,Kulit Kombinasi,"Kulit Sensitif, Kemerahan, Acne prone","Madecassoside, 2% Cicapro, Beta Glucan, Salicylic Acid",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Calming Gel.png
101,Water Calming Gel,Emina,Kulit Sensitif,"Kulit Sensitif, Kemerahan, Acne prone","Madecassoside, 2% Cicapro, Beta Glucan, Salicylic Acid",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Calming Gel.png
102,Water Calming Gel,Emina,Kulit Berjerawat,"Kulit Sensitif, Kemerahan, Acne prone","Madecassoside, 2% Cicapro, Beta Glucan, Salicylic Acid",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Water Calming Gel.png
103,Bright Stuff Night Cream,Emina,Kulit Normal,"Kulit kusam, Skin barrier rusak","Squalane+, CeraBooster, Moisture Magnet Agent, 4% Niacinamide, Oxybiome, Arbutin",1,0,1,1,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Night Cream.png
104,Bright Stuff Night Cream,Emina,Kulit Kering,"Kulit kusam, Skin barrier rusak","Squalane+, CeraBooster, Moisture Magnet Agent, 4% Niacinamide, Oxybiome, Arbutin",1,0,1,1,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Night Cream.png
105,Bright Stuff Night Cream,Emina,Kulit Berminyak,"Kulit kusam, Skin barrier rusak","Squalane+, CeraBooster, Moisture Magnet Agent, 4% Niacinamide, Oxybiome, Arbutin",1,0,1,1,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Night Cream.png
106,Bright Stuff Night Cream,Emina,Kulit Kombinasi,"Kulit kusam, Skin barrier rusak","Squalane+, CeraBooster, Moisture Magnet Agent, 4% Niacinamide, Oxybiome, Arbutin",1,0,1,1,1,1,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Night Cream.png
107,Bright Stuff Night Cream,Emina,Kulit Sensitif,"Kulit kusam, Skin barrier rusak","Squalane+, CeraBooster, Moisture Magnet Agent, 4% Niacinamide, Oxybiome, Arbutin",1,0,1,1,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Bright Stuff Night Cream.png
108,Bright Stuff Night Cream,Emina,Kulit Berjerawat,"Kulit kusam, Skin barrier rusak","Squalane+, CeraBooster, Moisture Magnet Agent, 4% Niacinamide, Oxybiome, Arbutin",1,0,1,1,1,1,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Bright Stuff Night Cream.png
109,Natura Pal Gel Moisturizer,Emina,Kulit Normal,"Kulit kusam, Skin barrier rusak","Natural Pea Extract, Triple Protection+, Niacinamide, Sodium Hyaluronate",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Natura Pal Gel Moisturizer.png
110,Natura Pal Gel Moisturizer,Emina,Kulit Kering,"Kulit kusam, Skin barrier rusak","Natural Pea Extract, Triple Protection+, Niacinamide, Sodium Hyaluronate",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Natura Pal Gel Moisturizer.png
111,Natura Pal Gel Moisturizer,Emina,Kulit Berminyak,"Kulit kusam, Skin barrier rusak","Natural Pea Extract, Triple Protection+, Niacinamide, Sodium Hyaluronate",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Natura Pal Gel Moisturizer.png
112,Natura Pal Gel Moisturizer,Emina,Kulit Kombinasi,"Kulit kusam, Skin barrier rusak","Natural Pea Extract, Triple Protection+, Niacinamide, Sodium Hyaluronate",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Natura Pal Gel Moisturizer.png
113,Natura Pal Gel Moisturizer,Emina,Kulit Sensitif,"Kulit kusam, Skin barrier rusak","Natural Pea Extract, Triple Protection+, Niacinamide, Sodium Hyaluronate",1,0,1,1,1,0,1,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Natura Pal Gel Moisturizer.png
114,Natura Pal Gel Moisturizer,Emina,Kulit Berjerawat,"Kulit kusam, Skin barrier rusak","Natural Pea Extract, Triple Protection+, Niacinamide, Sodium Hyaluronate",1,0,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Natura Pal Gel Moisturizer.png
115,Aloe Vera Gel,Emina,Kulit Normal,"Kulit kering, Kemerahan","92% Aloe Vera, Quadruple Hydration System, Allantoin, Betaine",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Aloe Vera Gel.png
116,Aloe Vera Gel,Emina,Kulit Kering,"Kulit kering, Kemerahan","92% Aloe Vera, Quadruple Hydration System, Allantoin, Betaine",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Aloe Vera Gel.png
117,Aloe Vera Gel,Emina,Kulit Berminyak,"Kulit kering, Kemerahan","92% Aloe Vera, Quadruple Hydration System, Allantoin, Betaine",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Aloe Vera Gel.png
118,Aloe Vera Gel,Emina,Kulit Kombinasi,"Kulit kering, Kemerahan","92% Aloe Vera, Quadruple Hydration System, Allantoin, Betaine",1,0,1,1,1,0,0,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Aloe Vera Gel.png
119,Aloe Vera Gel,Emina,Kulit Sensitif,"Kulit kering, Kemerahan","92% Aloe Vera, Quadruple Hydration System, Allantoin, Betaine",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Aloe Vera Gel.png
120,Aloe Vera Gel,Emina,Kulit Berjerawat,"Kulit kering, Kemerahan","92% Aloe Vera, Quadruple Hydration System, Allantoin, Betaine",1,0,1,1,1,0,0,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Aloe Vera Gel.png
121,Ms Pimple Acne Solution Moisturizing Gel,Emina,Kulit Normal,"Kulit berjerawat, Minyak berlebih","Rosebay Willowherb, 4 Moisturizing Agents, Salicylic Acid, Witch Hazel, Zinc Gluconate",1,0,1,1,1,0,1,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Ms Pimple Acne Solution Moisturizing Gel.png
122,Ms Pimple Acne Solution Moisturizing Gel,Emina,Kulit Kering,"Kulit berjerawat, Minyak berlebih","Rosebay Willowherb, 4 Moisturizing Agents, Salicylic Acid, Witch Hazel, Zinc Gluconate",1,0,1,1,1,0,1,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Ms Pimple Acne Solution Moisturizing Gel.png
123,Ms Pimple Acne Solution Moisturizing Gel,Emina,Kulit Berminyak,"Kulit berjerawat, Minyak berlebih","Rosebay Willowherb, 4 Moisturizing Agents, Salicylic Acid, Witch Hazel, Zinc Gluconate",1,0,1,1,1,0,1,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Ms Pimple Acne Solution Moisturizing Gel.png
124,Ms Pimple Acne Solution Moisturizing Gel,Emina,Kulit Kombinasi,"Kulit berjerawat, Minyak berlebih","Rosebay Willowherb, 4 Moisturizing Agents, Salicylic Acid, Witch Hazel, Zinc Gluconate",1,0,1,1,1,0,1,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Ms Pimple Acne Solution Moisturizing Gel.png
125,Ms Pimple Acne Solution Moisturizing Gel,Emina,Kulit Sensitif,"Kulit berjerawat, Minyak berlebih","Rosebay Willowherb, 4 Moisturizing Agents, Salicylic Acid, Witch Hazel, Zinc Gluconate",1,0,1,1,1,0,1,1,0,YES,NO,C:\project\static\Images\Moisturizer\Emina Ms Pimple Acne Solution Moisturizing Gel.png
126,Ms Pimple Acne Solution Moisturizing Gel,Emina,Kulit Berjerawat,"Kulit berjerawat, Minyak berlebih","Rosebay Willowherb, 4 Moisturizing Agents, Salicylic Acid, Witch Hazel, Zinc Gluconate",1,0,1,1,1,0,1,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Ms Pimple Acne Solution Moisturizing Gel.png
127,Bright Stuff Moisturizing Cream,Emina,Kulit Normal,"Kulit kusam, Paparan UV","SuperOxy, Niacinamide, UVA & UVB Filter, Allantoin, Tocopheryl Acetate",1,0,1,1,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Moisturizing Cream.png
128,Bright Stuff Moisturizing Cream,Emina,Kulit Kering,"Kulit kusam, Paparan UV","SuperOxy, Niacinamide, UVA & UVB Filter, Allantoin, Tocopheryl Acetate",1,0,1,1,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Moisturizing Cream.png
129,Bright Stuff Moisturizing Cream,Emina,Kulit Berminyak,"Kulit kusam, Paparan UV","SuperOxy, Niacinamide, UVA & UVB Filter, Allantoin, Tocopheryl Acetate",1,0,1,1,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Moisturizing Cream.png
130,Bright Stuff Moisturizing Cream,Emina,Kulit Kombinasi,"Kulit kusam, Paparan UV","SuperOxy, Niacinamide, UVA & UVB Filter, Allantoin, Tocopheryl Acetate",1,0,1,1,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff Moisturizing Cream.png
131,Bright Stuff Moisturizing Cream,Emina,Kulit Sensitif,"Kulit kusam, Paparan UV","SuperOxy, Niacinamide, UVA & UVB Filter, Allantoin, Tocopheryl Acetate",1,0,1,1,1,1,0,1,0,YES,NO,C:\project\static\Images\Moisturizer\Emina Bright Stuff Moisturizing Cream.png
132,Bright Stuff Moisturizing Cream,Emina,Kulit Berjerawat,"Kulit kusam, Paparan UV","SuperOxy, Niacinamide, UVA & UVB Filter, Allantoin, Tocopheryl Acetate",1,0,1,1,1,1,0,1,0,YES,NO,C:\project\static\Images\Moisturizer\Emina Bright Stuff Moisturizing Cream.png
133,Bright Stuff For Acne Prone Skin Moisturizing Cream,Emina,Kulit Normal,"Kulit kusam, Berjerawat, Minyak berlebih","Summer Plum Extract, Niacinamide, Licorice Extract, Cinnamon Bark",1,0,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff For Acne Prone Skin Moisturizing Cream.png
134,Bright Stuff For Acne Prone Skin Moisturizing Cream,Emina,Kulit Kering,"Kulit kusam, Berjerawat, Minyak berlebih","Summer Plum Extract, Niacinamide, Licorice Extract, Cinnamon Bark",1,0,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff For Acne Prone Skin Moisturizing Cream.png
135,Bright Stuff For Acne Prone Skin Moisturizing Cream,Emina,Kulit Berminyak,"Kulit kusam, Berjerawat, Minyak berlebih","Summer Plum Extract, Niacinamide, Licorice Extract, Cinnamon Bark",1,0,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff For Acne Prone Skin Moisturizing Cream.png
136,Bright Stuff For Acne Prone Skin Moisturizing Cream,Emina,Kulit Kombinasi,"Kulit kusam, Berjerawat, Minyak berlebih","Summer Plum Extract, Niacinamide, Licorice Extract, Cinnamon Bark",1,0,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff For Acne Prone Skin Moisturizing Cream.png
137,Bright Stuff For Acne Prone Skin Moisturizing Cream,Emina,Kulit Sensitif,"Kulit kusam, Berjerawat, Minyak berlebih","Summer Plum Extract, Niacinamide, Licorice Extract, Cinnamon Bark",1,0,1,1,1,1,1,1,0,NO,NO,C:\project\static\Images\Moisturizer\Emina Bright Stuff For Acne Prone Skin Moisturizing Cream.png
138,Bright Stuff For Acne Prone Skin Moisturizing Cream,Emina,Kulit Berjerawat,"Kulit kusam, Berjerawat, Minyak berlebih","Summer Plum Extract, Niacinamide, Licorice Extract, Cinnamon Bark",1,0,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Emina Bright Stuff For Acne Prone Skin Moisturizing Cream.png
139,YSB Acne & Pores Savior Balm Stick,Avoskin,Kulit Normal,"Kulit berjerawat, Pori besar","4-Terpineol 0.5%, Salicylic Acid 0.5%, Tocopheryl Acetate 0.1%",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Acne & Pores Savior Balm Stick.png
140,YSB Acne & Pores Savior Balm Stick,Avoskin,Kulit Kering,"Kulit berjerawat, Pori besar","4-Terpineol 0.5%, Salicylic Acid 0.5%, Tocopheryl Acetate 0.1%",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Acne & Pores Savior Balm Stick.png
141,YSB Acne & Pores Savior Balm Stick,Avoskin,Kulit Berminyak,"Kulit berjerawat, Pori besar","4-Terpineol 0.5%, Salicylic Acid 0.5%, Tocopheryl Acetate 0.1%",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Acne & Pores Savior Balm Stick.png
142,YSB Acne & Pores Savior Balm Stick,Avoskin,Kulit Kombinasi,"Kulit berjerawat, Pori besar","4-Terpineol 0.5%, Salicylic Acid 0.5%, Tocopheryl Acetate 0.1%",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Acne & Pores Savior Balm Stick.png
143,YSB Acne & Pores Savior Balm Stick,Avoskin,Kulit Sensitif,"Kulit berjerawat, Pori besar","4-Terpineol 0.5%, Salicylic Acid 0.5%, Tocopheryl Acetate 0.1%",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Acne & Pores Savior Balm Stick.png
144,YSB Acne & Pores Savior Balm Stick,Avoskin,Kulit Berjerawat,"Kulit berjerawat, Pori besar","4-Terpineol 0.5%, Salicylic Acid 0.5%, Tocopheryl Acetate 0.1%",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Acne & Pores Savior Balm Stick.png
145,YSB Vitamin C Wrinkle Balm Moisturizing Stick,Avoskin,Kulit Normal,"Kulit kering, Garis halus","Ascorbic Acid 10%, Apple Seed Oil 2%, Camellia Seed Oil 1%, Rhamnoides Oil 0.1%",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Vitamin C Wrinkle Balm Moisturizing Stick.png
146,YSB Vitamin C Wrinkle Balm Moisturizing Stick,Avoskin,Kulit Kering,"Kulit kering, Garis halus","Ascorbic Acid 10%, Apple Seed Oil 2%, Camellia Seed Oil 1%, Rhamnoides Oil 0.1%",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Vitamin C Wrinkle Balm Moisturizing Stick.png
147,YSB Vitamin C Wrinkle Balm Moisturizing Stick,Avoskin,Kulit Berminyak,"Kulit kering, Garis halus","Ascorbic Acid 10%, Apple Seed Oil 2%, Camellia Seed Oil 1%, Rhamnoides Oil 0.1%",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Vitamin C Wrinkle Balm Moisturizing Stick.png
148,YSB Vitamin C Wrinkle Balm Moisturizing Stick,Avoskin,Kulit Kombinasi,"Kulit kering, Garis halus","Ascorbic Acid 10%, Apple Seed Oil 2%, Camellia Seed Oil 1%, Rhamnoides Oil 0.1%",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Vitamin C Wrinkle Balm Moisturizing Stick.png
149,YSB Vitamin C Wrinkle Balm Moisturizing Stick,Avoskin,Kulit Sensitif,"Kulit kering, Garis halus","Ascorbic Acid 10%, Apple Seed Oil 2%, Camellia Seed Oil 1%, Rhamnoides Oil 0.1%",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Vitamin C Wrinkle Balm Moisturizing Stick.png
150,YSB Vitamin C Wrinkle Balm Moisturizing Stick,Avoskin,Kulit Berjerawat,"Kulit kering, Garis halus","Ascorbic Acid 10%, Apple Seed Oil 2%, Camellia Seed Oil 1%, Rhamnoides Oil 0.1%",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Vitamin C Wrinkle Balm Moisturizing Stick.png
151,YSB Multi Herbs Hydro Burst Moisturizer,Avoskin,Kulit Normal,"Kulit dehidrasi, Iritasi ringan","Glycerin 5%, Allantoin 0.05%, Kakadu Plum, Caffeine 0.5%, 9 Ekstrak Herbal",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Multi Herbs Hydro Burst Moisturizer.png
152,YSB Multi Herbs Hydro Burst Moisturizer,Avoskin,Kulit Kering,"Kulit dehidrasi, Iritasi ringan","Glycerin 5%, Allantoin 0.05%, Kakadu Plum, Caffeine 0.5%, 9 Ekstrak Herbal",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Multi Herbs Hydro Burst Moisturizer.png
153,YSB Multi Herbs Hydro Burst Moisturizer,Avoskin,Kulit Berminyak,"Kulit dehidrasi, Iritasi ringan","Glycerin 5%, Allantoin 0.05%, Kakadu Plum, Caffeine 0.5%, 9 Ekstrak Herbal",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Multi Herbs Hydro Burst Moisturizer.png
154,YSB Multi Herbs Hydro Burst Moisturizer,Avoskin,Kulit Kombinasi,"Kulit dehidrasi, Iritasi ringan","Glycerin 5%, Allantoin 0.05%, Kakadu Plum, Caffeine 0.5%, 9 Ekstrak Herbal",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Multi Herbs Hydro Burst Moisturizer.png
155,YSB Multi Herbs Hydro Burst Moisturizer,Avoskin,Kulit Sensitif,"Kulit dehidrasi, Iritasi ringan","Glycerin 5%, Allantoin 0.05%, Kakadu Plum, Caffeine 0.5%, 9 Ekstrak Herbal",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Multi Herbs Hydro Burst Moisturizer.png
156,YSB Multi Herbs Hydro Burst Moisturizer,Avoskin,Kulit Berjerawat,"Kulit dehidrasi, Iritasi ringan","Glycerin 5%, Allantoin 0.05%, Kakadu Plum, Caffeine 0.5%, 9 Ekstrak Herbal",1,1,1,1,1,0,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Multi Herbs Hydro Burst Moisturizer.png
157,YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae,Avoskin,Kulit Normal,"Garis halus, Tekstur kulit tidak rata","Polypeptide, Acetyl Glucosamine, Red Algae, Multi Probiome",1,1,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae.png
158,YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae,Avoskin,Kulit Kering,"Garis halus, Tekstur kulit tidak rata","Polypeptide, Acetyl Glucosamine, Red Algae, Multi Probiome",1,1,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae.png
159,YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae,Avoskin,Kulit Berminyak,"Garis halus, Tekstur kulit tidak rata","Polypeptide, Acetyl Glucosamine, Red Algae, Multi Probiome",1,1,1,0,1,1,0,0,1,NO,NO,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae.png
160,YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae,Avoskin,Kulit Kombinasi,"Garis halus, Tekstur kulit tidak rata","Polypeptide, Acetyl Glucosamine, Red Algae, Multi Probiome",1,1,1,0,1,1,0,0,1,NO,YES,C:\project\static\Images\Moisturizer\Avoskin YSB Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae.png
